Customer ID,Size,Color,Season,Category,email_engagement_status,activation_status,Previous Purchases,Purchase Amount (USD),Discount Applied,Promo Code Used,Frequency of Purchases,Age,Cluster
1424,s,black,fall,footwear,clicked,purchased,12,60,yes,yes,every 3 months,51,3
1426,s,white,winter,outerwear,clicked,only_searched,39,40,yes,yes,annually,59,2
1428,s,orange,summer,accessories,not_click,,8,90,yes,yes,annually,31,3
1432,m,cyan,fall,clothing,clicked,only_searched,29,88,yes,yes,quarterly,39,1
1433,l,black,winter,accessories,clicked,purchased,32,33,yes,yes,quarterly,34,2
1435,l,maroon,summer,clothing,not_click,,21,64,yes,yes,bi-weekly,59,3
1436,xl,black,fall,accessories,clicked,added_to_cart,41,95,yes,yes,weekly,45,1
1439,m,cyan,spring,outerwear,clicked,added_to_cart,24,38,yes,yes,monthly,58,0
1442,s,turquoise,summer,clothing,not_click,,3,25,yes,yes,every 3 months,34,0
1444,l,teal,fall,footwear,clicked,only_searched,2,47,yes,yes,monthly,58,0
1445,l,pink,fall,clothing,clicked,only_searched,26,36,yes,yes,quarterly,32,0
1452,m,maroon,fall,outerwear,clicked,purchased,35,34,yes,yes,quarterly,54,2
1454,s,teal,winter,footwear,not_open,not_activated,41,93,yes,yes,fortnightly,36,1
1457,s,olive,spring,outerwear,not_click,,30,100,yes,yes,every 3 months,59,1
1458,s,gray,spring,clothing,clicked,purchased,47,57,yes,yes,fortnightly,58,2
1462,s,red,summer,accessories,clicked,purchased,42,95,yes,yes,quarterly,54,1
1464,m,beige,summer,accessories,not_open,not_activated,1,49,yes,yes,monthly,54,0
1466,xl,violet,winter,accessories,not_click,,42,72,yes,yes,bi-weekly,46,1
1468,xl,olive,winter,accessories,not_click,,16,27,yes,yes,fortnightly,30,0
1470,m,purple,winter,accessories,clicked,purchased,31,98,yes,yes,every 3 months,28,1
1472,s,gray,spring,accessories,not_click,,48,71,yes,yes,every 3 months,31,1
1475,s,pink,fall,clothing,clicked,only_searched,6,72,yes,yes,monthly,31,3
1481,m,gold,fall,accessories,not_click,,26,74,yes,yes,quarterly,39,1
1484,s,yellow,summer,accessories,not_click,,12,61,yes,yes,bi-weekly,39,3
1485,m,teal,summer,clothing,clicked,purchased,22,46,yes,yes,every 3 months,49,0
1488,l,black,summer,clothing,clicked,added_to_cart,26,44,yes,yes,annually,40,2
1492,s,black,summer,clothing,clicked,purchased,10,54,yes,yes,quarterly,27,0
1499,m,teal,summer,clothing,clicked,purchased,46,32,yes,yes,fortnightly,59,2
1502,xl,silver,spring,clothing,not_click,,13,55,yes,yes,every 3 months,37,0
1504,m,maroon,fall,outerwear,clicked,purchased,46,30,yes,yes,quarterly,50,2
1506,m,teal,summer,accessories,clicked,purchased,39,20,yes,yes,monthly,46,2
1507,l,beige,fall,clothing,not_open,not_activated,44,30,yes,yes,quarterly,35,2
1512,m,violet,winter,clothing,clicked,purchased,48,91,yes,yes,weekly,34,1
1516,s,turquoise,fall,clothing,not_click,,34,93,yes,yes,weekly,39,1
1518,m,violet,spring,accessories,clicked,only_searched,12,41,yes,yes,quarterly,57,0
1520,l,cyan,fall,accessories,clicked,only_searched,40,73,yes,yes,weekly,50,1
1522,m,white,summer,accessories,clicked,added_to_cart,50,59,yes,yes,weekly,29,2
1524,m,white,summer,clothing,clicked,purchased,35,88,yes,yes,annually,54,1
1526,m,indigo,winter,accessories,not_open,not_activated,22,31,yes,yes,fortnightly,29,0
1528,l,red,fall,accessories,clicked,added_to_cart,33,75,yes,yes,fortnightly,26,1
1531,m,teal,spring,outerwear,clicked,only_searched,22,21,yes,yes,quarterly,59,0
1534,m,gold,summer,footwear,clicked,purchased,16,59,yes,yes,quarterly,50,3
1535,m,green,summer,clothing,clicked,only_searched,26,66,yes,yes,fortnightly,55,1
1541,m,red,winter,clothing,clicked,purchased,14,95,yes,yes,monthly,28,3
1543,m,maroon,winter,clothing,not_click,,43,44,yes,yes,weekly,59,2
1545,m,maroon,spring,accessories,clicked,purchased,17,24,yes,yes,bi-weekly,30,0
1546,m,black,winter,accessories,not_click,,49,43,yes,yes,annually,48,2
1548,l,teal,summer,accessories,not_click,,40,46,yes,yes,quarterly,46,2
1553,l,purple,spring,clothing,clicked,purchased,20,49,yes,yes,monthly,54,0
1554,m,indigo,spring,clothing,not_open,not_activated,21,45,yes,yes,quarterly,27,0
1557,m,gold,fall,clothing,not_click,,26,57,yes,yes,quarterly,43,2
1559,xl,teal,fall,accessories,not_click,,24,75,yes,yes,every 3 months,35,3
1560,l,beige,fall,accessories,not_click,,23,94,yes,yes,fortnightly,43,3
1563,m,purple,winter,accessories,not_open,not_activated,23,75,yes,yes,bi-weekly,37,3
1566,l,peach,fall,accessories,clicked,only_searched,48,93,yes,yes,annually,58,1
1567,s,green,winter,footwear,not_click,,21,99,yes,yes,bi-weekly,48,3
1568,m,turquoise,spring,accessories,clicked,added_to_cart,9,33,yes,yes,monthly,30,0
1569,l,yellow,spring,footwear,not_open,not_activated,8,76,yes,yes,monthly,51,3
1571,l,brown,winter,clothing,clicked,only_searched,3,41,yes,yes,every 3 months,30,0
1572,l,silver,winter,accessories,clicked,purchased,11,88,yes,yes,fortnightly,28,3
1574,l,indigo,summer,clothing,not_click,,25,31,yes,yes,weekly,36,0
1576,m,turquoise,spring,clothing,clicked,only_searched,28,28,yes,yes,fortnightly,52,2
1577,m,white,spring,clothing,clicked,added_to_cart,36,75,yes,yes,monthly,56,1
1580,m,violet,summer,outerwear,not_click,,6,80,yes,yes,monthly,35,3
1584,xl,yellow,summer,accessories,not_click,,8,92,yes,yes,annually,37,3
1586,m,charcoal,fall,clothing,not_click,,40,25,yes,yes,fortnightly,37,2
1588,m,beige,summer,clothing,not_click,,33,99,yes,yes,fortnightly,41,1
1589,l,cyan,winter,accessories,not_click,,3,24,yes,yes,monthly,48,0
1590,m,silver,summer,footwear,not_open,not_activated,48,72,yes,yes,weekly,42,1
1591,s,pink,winter,clothing,not_click,,8,80,yes,yes,annually,54,3
1593,m,cyan,summer,footwear,not_open,not_activated,10,83,yes,yes,every 3 months,56,3
1595,xl,charcoal,summer,accessories,clicked,purchased,3,41,yes,yes,fortnightly,40,0
1596,s,magenta,spring,accessories,not_open,not_activated,45,35,yes,yes,fortnightly,34,2
1597,s,pink,fall,accessories,clicked,purchased,15,30,yes,yes,monthly,42,0
1599,m,teal,fall,accessories,clicked,purchased,21,85,yes,yes,bi-weekly,47,3
1600,m,orange,winter,clothing,clicked,only_searched,22,54,yes,yes,bi-weekly,48,0
1603,s,charcoal,winter,accessories,not_open,not_activated,13,48,yes,yes,fortnightly,54,0
1608,s,gray,fall,clothing,clicked,purchased,43,72,yes,yes,quarterly,49,1
1610,s,brown,fall,clothing,not_click,,3,93,yes,yes,monthly,33,3
1612,l,yellow,winter,clothing,not_click,,6,26,yes,yes,monthly,41,0
1614,s,black,summer,accessories,clicked,only_searched,6,31,yes,yes,fortnightly,26,0
1615,s,gray,summer,clothing,clicked,only_searched,22,41,yes,yes,bi-weekly,30,0
1618,m,peach,winter,clothing,clicked,only_searched,50,64,yes,yes,fortnightly,43,1
1627,l,orange,summer,footwear,clicked,added_to_cart,45,35,yes,yes,bi-weekly,32,2
1633,s,white,summer,accessories,clicked,added_to_cart,50,28,yes,yes,every 3 months,35,2
1635,s,orange,summer,outerwear,clicked,purchased,30,23,yes,yes,every 3 months,28,2
1642,l,violet,summer,clothing,not_click,,1,32,yes,yes,every 3 months,50,0
1644,l,pink,summer,accessories,clicked,purchased,6,77,yes,yes,monthly,38,3
1646,l,green,summer,accessories,not_click,,36,36,yes,yes,every 3 months,53,2
1647,s,silver,summer,accessories,not_click,,20,77,yes,yes,every 3 months,58,3
1649,m,gray,summer,clothing,clicked,purchased,22,69,yes,yes,monthly,36,3
1650,m,white,summer,clothing,not_click,,3,63,yes,yes,quarterly,58,3
1654,l,silver,winter,accessories,clicked,only_searched,29,93,yes,yes,bi-weekly,31,1
1655,l,gray,spring,accessories,not_click,,14,25,yes,yes,quarterly,43,0
1656,l,gold,spring,clothing,not_click,,4,81,yes,yes,monthly,37,3
1660,m,black,fall,accessories,clicked,purchased,44,37,yes,yes,annually,53,2
1664,xl,gold,summer,clothing,not_click,,1,22,yes,yes,bi-weekly,43,0
1666,l,pink,fall,outerwear,clicked,added_to_cart,49,41,yes,yes,monthly,40,2
1667,m,blue,summer,clothing,clicked,only_searched,47,64,yes,yes,annually,51,1
1668,l,brown,winter,accessories,clicked,only_searched,24,40,yes,yes,every 3 months,51,0
1670,l,maroon,winter,clothing,clicked,purchased,22,59,yes,yes,quarterly,42,3
1672,m,olive,winter,clothing,clicked,only_searched,25,22,yes,yes,weekly,31,0
1676,m,beige,spring,clothing,not_open,not_activated,21,90,yes,yes,annually,35,3
1677,m,cyan,winter,accessories,clicked,only_searched,34,44,yes,yes,weekly,27,2
1679,s,magenta,summer,clothing,clicked,purchased,30,71,no,no,fortnightly,41,1
1686,m,pink,winter,clothing,not_click,,43,48,no,no,bi-weekly,33,2
1689,s,peach,winter,accessories,not_open,not_activated,13,26,no,no,fortnightly,28,0
1691,m,black,summer,outerwear,clicked,only_searched,1,30,no,no,annually,40,0
1693,m,beige,winter,accessories,clicked,added_to_cart,33,75,no,no,bi-weekly,56,1
1697,s,turquoise,spring,accessories,clicked,only_searched,7,69,no,no,bi-weekly,31,3
1703,xl,yellow,summer,clothing,not_click,,48,83,no,no,weekly,54,1
1704,m,black,spring,accessories,clicked,purchased,12,22,no,no,annually,39,0
1705,m,lavender,summer,footwear,clicked,added_to_cart,19,20,no,no,every 3 months,56,0
1706,l,cyan,summer,accessories,clicked,added_to_cart,49,29,no,no,bi-weekly,39,2
1707,m,brown,spring,accessories,not_open,not_activated,25,87,no,no,fortnightly,37,1
1709,l,cyan,spring,footwear,clicked,only_searched,1,58,no,no,quarterly,35,0
1710,m,pink,winter,clothing,clicked,purchased,19,83,no,no,annually,45,3
1715,s,charcoal,summer,clothing,clicked,only_searched,15,71,no,no,monthly,30,3
1718,l,orange,summer,clothing,clicked,purchased,16,50,no,no,bi-weekly,29,0
1719,l,pink,winter,clothing,not_click,,14,96,no,no,every 3 months,54,3
1722,s,magenta,spring,accessories,not_click,,24,28,no,no,monthly,34,0
1723,l,violet,summer,clothing,clicked,added_to_cart,14,51,no,no,fortnightly,46,0
1725,s,teal,winter,footwear,not_click,,21,72,no,no,weekly,42,3
1726,m,indigo,spring,accessories,not_click,,32,33,no,no,quarterly,45,2
1730,m,brown,winter,clothing,not_open,not_activated,12,21,no,no,fortnightly,47,0
1733,s,charcoal,winter,accessories,clicked,purchased,36,50,no,no,every 3 months,45,2
1735,l,brown,spring,clothing,not_open,not_activated,16,98,no,no,quarterly,31,3
1736,m,purple,winter,clothing,not_open,not_activated,31,34,no,no,annually,58,2
1737,m,purple,summer,clothing,clicked,purchased,43,61,no,no,quarterly,57,1
1738,l,gray,summer,accessories,not_click,,50,98,no,no,bi-weekly,42,1
1742,xl,teal,winter,clothing,clicked,purchased,20,51,no,no,monthly,41,0
1746,l,red,winter,clothing,not_click,,27,27,no,no,weekly,40,2
1749,l,teal,winter,clothing,clicked,only_searched,41,93,no,no,annually,34,1
1753,l,blue,winter,footwear,clicked,only_searched,14,29,no,no,quarterly,34,0
1756,xl,charcoal,spring,accessories,clicked,added_to_cart,45,20,no,no,monthly,56,2
1757,s,cyan,fall,accessories,not_open,not_activated,14,55,no,no,weekly,49,0
1763,m,brown,summer,footwear,not_click,,41,42,no,no,fortnightly,36,2
1764,m,lavender,winter,accessories,clicked,added_to_cart,28,93,no,no,annually,37,1
1771,m,pink,fall,accessories,clicked,purchased,34,22,no,no,weekly,53,2
1775,m,lavender,spring,clothing,clicked,purchased,6,78,no,no,weekly,46,3
1777,l,cyan,summer,outerwear,clicked,only_searched,10,64,no,no,every 3 months,56,3
1780,m,charcoal,winter,accessories,not_click,,41,62,no,no,weekly,29,1
1783,m,lavender,fall,clothing,not_open,not_activated,40,88,no,no,fortnightly,52,1
1785,l,yellow,summer,accessories,clicked,only_searched,4,31,no,no,quarterly,32,0
1786,s,peach,fall,accessories,clicked,only_searched,22,29,no,no,monthly,47,0
1787,m,brown,spring,outerwear,not_click,,22,34,no,no,monthly,45,0
1790,l,peach,spring,clothing,not_click,,43,34,no,no,quarterly,52,2
1791,s,violet,summer,accessories,not_click,,31,26,no,no,bi-weekly,50,2
1793,m,peach,fall,footwear,clicked,only_searched,22,59,no,no,every 3 months,38,3
1799,l,magenta,winter,clothing,not_click,,1,82,no,no,weekly,40,3
1800,m,charcoal,fall,clothing,not_click,,47,48,no,no,weekly,32,2
1802,m,turquoise,spring,clothing,not_click,,48,57,no,no,fortnightly,33,2
1803,l,turquoise,winter,clothing,not_click,,31,96,no,no,bi-weekly,57,1
1806,l,gold,spring,clothing,not_click,,46,62,no,no,weekly,41,1
1807,m,green,fall,accessories,clicked,purchased,24,67,no,no,annually,58,3
1810,s,blue,fall,accessories,clicked,only_searched,6,99,no,no,fortnightly,58,3
1811,m,magenta,fall,clothing,clicked,purchased,16,28,no,no,bi-weekly,41,0
1815,m,white,summer,clothing,not_click,,24,92,no,no,quarterly,32,1
1816,l,white,winter,footwear,clicked,purchased,48,72,no,no,every 3 months,51,1
1817,m,purple,summer,accessories,clicked,purchased,4,79,no,no,weekly,26,3
1818,m,white,summer,clothing,clicked,purchased,20,27,no,no,weekly,32,0
1819,m,white,fall,accessories,clicked,only_searched,47,39,no,no,every 3 months,58,2
1820,s,peach,spring,clothing,not_open,not_activated,50,86,no,no,quarterly,51,1
1822,m,teal,spring,clothing,clicked,only_searched,29,53,no,no,quarterly,57,2
1825,xl,magenta,winter,clothing,not_open,not_activated,31,47,no,no,monthly,58,2
1829,l,gray,spring,outerwear,not_open,not_activated,45,80,no,no,every 3 months,33,1
1830,m,white,spring,accessories,not_click,,50,96,no,no,quarterly,30,1
1831,m,blue,winter,accessories,not_click,,7,80,no,no,annually,50,3
1834,m,yellow,spring,accessories,not_open,not_activated,19,53,no,no,fortnightly,34,0
1840,xl,purple,winter,clothing,not_click,,32,78,no,no,annually,32,1
1841,m,gold,winter,footwear,not_click,,46,98,no,no,every 3 months,42,1
1842,l,blue,winter,clothing,clicked,only_searched,7,57,no,no,every 3 months,31,0
1844,m,charcoal,fall,outerwear,not_click,,32,76,no,no,monthly,36,1
1846,m,orange,winter,footwear,clicked,added_to_cart,39,78,no,no,quarterly,51,1
1850,m,maroon,winter,clothing,not_click,,35,40,no,no,monthly,30,2
1852,s,lavender,fall,clothing,not_click,,4,80,no,no,fortnightly,28,3
1853,xl,violet,winter,clothing,not_click,,32,80,no,no,weekly,41,1
1854,xl,olive,spring,clothing,clicked,purchased,11,67,no,no,fortnightly,29,3
1858,l,maroon,summer,clothing,clicked,added_to_cart,33,85,no,no,monthly,51,1
1860,l,beige,summer,accessories,not_open,not_activated,29,26,no,no,fortnightly,54,2
1862,s,peach,fall,footwear,clicked,only_searched,19,60,no,no,monthly,29,3
1863,m,turquoise,winter,accessories,not_click,,10,36,no,no,fortnightly,59,0
1866,s,silver,summer,clothing,clicked,added_to_cart,12,62,no,no,monthly,56,3
1867,xl,gold,winter,clothing,not_open,not_activated,9,44,no,no,fortnightly,31,0
1868,m,brown,fall,clothing,not_click,,20,52,no,no,quarterly,45,0
1871,l,violet,spring,clothing,not_click,,27,99,no,no,fortnightly,43,1
1872,xl,violet,fall,clothing,not_click,,14,96,no,no,every 3 months,56,3
1873,m,lavender,summer,clothing,clicked,purchased,24,64,no,no,monthly,43,3
1877,m,gray,fall,clothing,not_click,,20,36,no,no,quarterly,54,0
1879,l,magenta,summer,clothing,not_click,,5,29,no,no,monthly,34,0
1880,l,charcoal,spring,clothing,clicked,only_searched,46,33,no,no,bi-weekly,56,2
1881,l,yellow,fall,clothing,not_click,,8,33,no,no,monthly,34,0
1890,l,peach,spring,clothing,not_click,,27,57,no,no,weekly,59,2
1895,m,purple,fall,clothing,clicked,added_to_cart,48,90,no,no,bi-weekly,42,1
1896,l,indigo,fall,clothing,not_click,,3,61,no,no,monthly,31,3
1897,m,gold,fall,footwear,clicked,added_to_cart,19,51,no,no,monthly,57,0
1898,l,teal,winter,accessories,clicked,only_searched,11,97,no,no,fortnightly,53,3
1899,l,magenta,fall,clothing,clicked,purchased,25,97,no,no,monthly,59,1
1902,s,beige,winter,clothing,not_click,,50,76,no,no,quarterly,56,1
1903,s,olive,spring,footwear,clicked,purchased,21,22,no,no,monthly,31,0
1906,m,teal,summer,footwear,not_click,,14,35,no,no,fortnightly,47,0
1910,s,black,spring,clothing,not_open,not_activated,12,84,no,no,monthly,50,3
1911,s,yellow,fall,footwear,not_click,,13,38,no,no,quarterly,29,0
1913,s,charcoal,winter,clothing,not_click,,5,56,no,no,bi-weekly,29,0
1914,m,peach,winter,clothing,not_click,,29,48,no,no,annually,49,2
1915,l,green,fall,clothing,not_click,,40,97,no,no,fortnightly,28,1
1916,m,magenta,fall,accessories,not_open,not_activated,44,74,no,no,weekly,51,1
1917,s,beige,winter,clothing,not_click,,3,50,no,no,bi-weekly,26,0
1919,s,purple,summer,clothing,clicked,only_searched,33,33,no,no,monthly,35,2
1921,m,purple,spring,clothing,not_click,,40,84,no,no,every 3 months,51,1
1925,m,gray,fall,outerwear,clicked,purchased,42,63,no,no,quarterly,30,1
1926,l,black,winter,footwear,clicked,purchased,44,32,no,no,fortnightly,59,2
1928,m,pink,summer,clothing,not_click,,8,29,no,no,every 3 months,40,0
1930,l,brown,fall,clothing,clicked,purchased,46,33,no,no,quarterly,59,2
1933,m,white,spring,clothing,clicked,only_searched,47,36,no,no,every 3 months,42,2
1934,l,violet,summer,footwear,not_open,not_activated,28,67,no,no,annually,48,1
1935,l,gold,winter,outerwear,clicked,purchased,23,43,no,no,annually,34,0
1938,m,olive,summer,clothing,clicked,purchased,11,53,no,no,monthly,43,0
1939,l,blue,spring,clothing,not_click,,39,23,no,no,bi-weekly,46,2
1941,l,gray,fall,accessories,not_open,not_activated,48,89,no,no,fortnightly,50,1
1942,xl,peach,winter,footwear,clicked,added_to_cart,46,99,no,no,quarterly,55,1
1945,m,gold,winter,clothing,clicked,added_to_cart,49,45,no,no,every 3 months,30,2
1948,m,gray,summer,clothing,clicked,purchased,2,32,no,no,monthly,59,0
1951,l,blue,summer,accessories,clicked,only_searched,26,78,no,no,every 3 months,43,1
1952,l,gold,summer,accessories,not_click,,32,53,no,no,bi-weekly,33,2
1953,l,yellow,summer,footwear,clicked,only_searched,50,82,no,no,bi-weekly,57,1
1955,m,pink,winter,accessories,not_click,,3,77,no,no,quarterly,26,3
1956,m,pink,winter,clothing,not_click,,37,56,no,no,monthly,50,2
1959,m,gray,winter,clothing,clicked,purchased,47,67,no,no,quarterly,39,1
1960,m,white,fall,footwear,not_open,not_activated,7,90,no,no,every 3 months,46,3
1961,l,red,summer,clothing,clicked,added_to_cart,40,72,no,no,annually,57,1
1962,l,black,summer,footwear,clicked,only_searched,45,59,no,no,quarterly,47,2
1964,l,pink,spring,clothing,not_open,not_activated,11,30,no,no,weekly,52,0
1965,s,cyan,summer,clothing,clicked,added_to_cart,50,51,no,no,monthly,40,2
1968,l,yellow,fall,clothing,not_click,,4,81,no,no,annually,37,3
1971,m,indigo,spring,accessories,not_click,,4,94,no,no,bi-weekly,28,3
1973,m,silver,summer,accessories,clicked,purchased,48,31,no,no,every 3 months,54,2
1975,m,peach,winter,accessories,clicked,purchased,2,44,no,no,fortnightly,27,0
1976,l,turquoise,fall,outerwear,clicked,only_searched,4,77,no,no,quarterly,53,3
1981,m,green,winter,footwear,clicked,added_to_cart,25,94,no,no,fortnightly,51,1
1983,m,turquoise,summer,accessories,clicked,purchased,32,77,no,no,monthly,41,1
1985,m,black,summer,clothing,clicked,only_searched,26,58,no,no,fortnightly,26,2
1989,m,gold,winter,clothing,clicked,only_searched,26,79,no,no,weekly,46,1
1990,s,charcoal,spring,accessories,clicked,only_searched,39,42,no,no,bi-weekly,35,2
1991,l,white,spring,accessories,not_open,not_activated,15,95,no,no,annually,32,3
1992,m,brown,summer,footwear,not_click,,1,29,no,no,every 3 months,46,0
1994,s,purple,spring,clothing,clicked,added_to_cart,17,96,no,no,weekly,32,3
1995,m,brown,fall,accessories,clicked,added_to_cart,24,66,no,no,weekly,33,3
2002,s,purple,winter,accessories,not_click,,2,90,no,no,fortnightly,51,3
2005,l,blue,fall,footwear,clicked,purchased,13,70,no,no,bi-weekly,44,3
2007,s,pink,fall,accessories,clicked,added_to_cart,2,97,no,no,annually,58,3
2012,m,beige,spring,footwear,clicked,added_to_cart,4,94,no,no,monthly,57,3
2013,l,green,fall,clothing,clicked,purchased,5,53,no,no,fortnightly,48,0
2014,m,peach,winter,accessories,clicked,purchased,25,70,no,no,quarterly,39,3
2015,l,black,summer,clothing,clicked,purchased,47,26,no,no,bi-weekly,51,2
2016,s,pink,summer,accessories,clicked,purchased,8,82,no,no,fortnightly,57,3
2020,s,red,winter,clothing,clicked,purchased,23,68,no,no,fortnightly,31,3
2021,m,beige,winter,clothing,clicked,added_to_cart,26,23,no,no,quarterly,41,0
2024,s,teal,winter,clothing,not_click,,28,68,no,no,bi-weekly,46,1
2026,m,turquoise,summer,clothing,clicked,only_searched,43,29,no,no,fortnightly,42,2
2027,m,orange,winter,accessories,clicked,purchased,45,35,no,no,every 3 months,37,2
2033,m,maroon,winter,clothing,clicked,purchased,13,36,no,no,annually,46,0
2036,s,yellow,summer,clothing,not_click,,43,70,no,no,weekly,53,1
2037,s,lavender,winter,clothing,clicked,purchased,46,63,no,no,weekly,37,1
2038,s,green,summer,accessories,not_click,,7,87,no,no,bi-weekly,39,3
2039,l,orange,spring,clothing,not_click,,35,70,no,no,fortnightly,53,1
2044,m,charcoal,summer,accessories,clicked,purchased,49,33,no,no,weekly,47,2
2046,m,red,fall,accessories,clicked,purchased,26,20,no,no,quarterly,31,0
2047,m,maroon,winter,clothing,clicked,added_to_cart,30,32,no,no,every 3 months,39,2
2049,xl,pink,winter,footwear,not_click,,35,64,no,no,quarterly,45,1
2051,m,teal,summer,accessories,not_click,,10,96,no,no,annually,35,3
2053,m,gray,winter,accessories,not_click,,30,48,no,no,annually,45,2
2056,m,silver,fall,accessories,clicked,only_searched,28,33,no,no,weekly,28,2
2057,l,blue,spring,accessories,clicked,purchased,29,46,no,no,monthly,55,2
2059,m,brown,winter,clothing,not_click,,17,98,no,no,quarterly,29,3
2060,xl,beige,spring,clothing,clicked,only_searched,50,50,no,no,weekly,56,2
2062,s,magenta,summer,clothing,clicked,purchased,22,70,no,no,annually,32,3
2063,l,silver,fall,outerwear,not_click,,15,63,no,no,quarterly,54,3
2066,m,blue,spring,footwear,clicked,purchased,6,40,no,no,bi-weekly,27,0
2070,m,indigo,fall,clothing,not_open,not_activated,3,82,no,no,quarterly,36,3
2073,m,beige,winter,accessories,clicked,added_to_cart,22,66,no,no,weekly,39,3
2074,s,green,winter,accessories,clicked,added_to_cart,2,25,no,no,every 3 months,38,0
2080,l,violet,summer,clothing,not_click,,16,24,no,no,quarterly,32,0
2081,s,gray,fall,accessories,clicked,only_searched,17,47,no,no,bi-weekly,29,0
2084,l,orange,fall,accessories,not_open,not_activated,26,59,no,no,fortnightly,41,2
2085,s,brown,summer,clothing,clicked,purchased,43,94,no,no,quarterly,32,1
2090,l,gold,spring,outerwear,clicked,purchased,41,57,no,no,every 3 months,37,2
2092,xl,beige,fall,clothing,not_click,,24,97,no,no,quarterly,26,1
2093,m,silver,fall,footwear,not_open,not_activated,27,45,no,no,weekly,42,2
2096,m,gray,fall,clothing,not_open,not_activated,1,63,no,no,fortnightly,36,3
2098,s,cyan,winter,footwear,not_click,,5,43,no,no,weekly,33,0
2100,l,green,summer,clothing,clicked,purchased,50,78,no,no,annually,31,1
2104,s,red,summer,clothing,not_click,,21,86,no,no,weekly,30,3
2108,m,black,winter,clothing,not_click,,35,75,no,no,quarterly,46,1
2109,xl,beige,winter,clothing,clicked,added_to_cart,4,46,no,no,quarterly,54,0
2110,l,peach,fall,accessories,clicked,only_searched,28,31,no,no,every 3 months,59,2
2111,l,cyan,spring,clothing,not_open,not_activated,36,93,no,no,every 3 months,52,1
2115,m,magenta,winter,clothing,clicked,only_searched,12,51,no,no,annually,37,0
2116,m,violet,winter,accessories,clicked,only_searched,16,85,no,no,bi-weekly,44,3
2118,l,brown,summer,clothing,clicked,purchased,11,28,no,no,annually,27,0
2120,m,indigo,spring,accessories,clicked,purchased,36,57,no,no,bi-weekly,58,2
2122,m,olive,winter,accessories,not_click,,32,68,no,no,monthly,43,1
2124,l,cyan,spring,outerwear,clicked,purchased,22,71,no,no,bi-weekly,54,3
2125,m,teal,fall,clothing,clicked,purchased,22,60,no,no,quarterly,47,3
2135,xl,maroon,winter,footwear,clicked,purchased,35,41,no,no,fortnightly,55,2
2140,m,red,winter,footwear,not_open,not_activated,33,95,no,no,weekly,40,1
2141,m,brown,fall,accessories,not_open,not_activated,36,90,no,no,fortnightly,53,1
2143,m,maroon,winter,accessories,clicked,purchased,21,39,no,no,quarterly,47,0
2144,l,red,fall,footwear,clicked,added_to_cart,48,66,no,no,bi-weekly,53,1
2145,l,orange,winter,footwear,clicked,added_to_cart,25,23,no,no,quarterly,47,0
2147,xl,white,summer,accessories,clicked,added_to_cart,45,23,no,no,every 3 months,48,2
2148,s,charcoal,fall,clothing,clicked,added_to_cart,4,43,no,no,fortnightly,47,0
2150,l,orange,winter,footwear,not_open,not_activated,1,21,no,no,weekly,38,0
2151,m,orange,spring,clothing,not_click,,12,40,no,no,weekly,57,0
2153,l,magenta,summer,clothing,not_open,not_activated,43,48,no,no,bi-weekly,38,2
2154,m,violet,fall,clothing,not_open,not_activated,31,94,no,no,annually,35,1
2155,m,violet,spring,accessories,not_click,,33,74,no,no,every 3 months,46,1
2156,l,yellow,fall,accessories,clicked,added_to_cart,46,51,no,no,monthly,32,2
2157,m,maroon,winter,clothing,not_click,,41,83,no,no,bi-weekly,38,1
2158,l,turquoise,winter,accessories,clicked,purchased,41,68,no,no,fortnightly,41,1
2161,l,charcoal,winter,clothing,not_click,,21,92,no,no,annually,45,3
2164,l,gray,spring,footwear,clicked,purchased,44,60,no,no,monthly,52,2
2165,s,olive,winter,footwear,not_click,,46,20,no,no,bi-weekly,42,2
2167,s,purple,spring,outerwear,clicked,added_to_cart,50,88,no,no,bi-weekly,31,1
2168,l,green,winter,clothing,clicked,purchased,33,48,no,no,fortnightly,30,2
2170,m,brown,fall,outerwear,not_click,,32,42,no,no,bi-weekly,31,2
2172,m,yellow,summer,clothing,clicked,only_searched,9,98,no,no,fortnightly,39,3
2175,s,olive,spring,accessories,not_open,not_activated,1,49,no,no,annually,42,0
2180,l,lavender,fall,clothing,not_click,,14,82,no,no,monthly,49,3
2183,m,maroon,winter,clothing,clicked,purchased,26,99,no,no,bi-weekly,42,1
2184,m,maroon,spring,clothing,not_click,,2,37,no,no,monthly,30,0
2185,s,gold,spring,footwear,clicked,only_searched,16,34,no,no,every 3 months,38,0
2186,m,violet,winter,clothing,clicked,only_searched,50,32,no,no,every 3 months,40,2
2187,xl,teal,winter,footwear,not_click,,6,23,no,no,every 3 months,55,0
2189,m,brown,winter,outerwear,not_click,,9,54,no,no,weekly,41,0
2190,xl,brown,fall,clothing,not_click,,47,94,no,no,bi-weekly,38,1
2191,s,maroon,spring,accessories,not_open,not_activated,33,75,no,no,annually,42,1
2192,s,maroon,summer,clothing,not_open,not_activated,46,69,no,no,bi-weekly,26,1
2194,l,turquoise,spring,clothing,not_click,,8,78,no,no,monthly,27,3
2196,m,brown,fall,clothing,clicked,only_searched,2,62,no,no,monthly,58,3
2198,m,indigo,summer,footwear,clicked,purchased,40,88,no,no,monthly,33,1
